LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE,M_E_APPENDIXB
,,Unable to assess nutrition / education,,,225117,Unable to assess nutrition / education,,chartevents,18237,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,,,,50952,IRON,,labevents,18207,CHEMISTRY,,BLOOD,04/01/1998,,,,,0
,,,,,1430,Nausea and Vomiting,,chartevents,18145,,,,,carevue,,,,0
,,,,,50903,CHOLESTEROL RATIO (TOTAL/HDL),,labevents,18128,CHEMISTRY,,BLOOD,22/01/2009,,,,,0
,,Hematocrit (whole blood - calc),,,226540,Hematocrit (whole blood - calc),None,chartevents,18080,Labs,,,,metavision,,Numeric,,0
,,,,,1437,Tremor,,chartevents,18009,,,,,carevue,,,,0
,,,,,1479,IV #1 Reason DC'D,,chartevents,17993,,,,,carevue,,,,0
,,,,,1421,Anxiety,,chartevents,17992,,,,,carevue,,,,0
,,,,,1432,Paroxysmal Sweats,,chartevents,17992,,,,,carevue,,,,0
,,,,,50924,FERRITIN,,labevents,17948,CHEMISTRY,,BLOOD,04/01/1976,,,,,0
,,,,,98,CT #2 Crepitus,,chartevents,17903,,,,,carevue,,,,0
,,,,,1420,Aggitation,,chartevents,17902,,,,,carevue,,,,0
,,,,,494,PCA Basal Rate,,chartevents,17888,,,,,carevue,,,,0
,,,,,3538,Nasal Sx Quantity,,chartevents,17735,,,,,carevue,,,,0
,,,,,40058,Cerebral Drain R Ventricular Drain,,outputevents,17649,,,,,carevue,,,,0
,,,,,1423,Auditory Disturbance,,chartevents,17587,,,,,carevue,,,,0
,,,,,3345,CVP Alarm [Low],,chartevents,17541,,,,,carevue,,,,0
,,,,,1436,Tactile Disturbances,,chartevents,17539,,,,,carevue,,,,0
,,,,,1428,Headache,,chartevents,17535,,,,,carevue,,,,0
,,PH (dipstick),,,220734,PH (dipstick),None,chartevents,17524,Labs,,,,metavision,,Numeric,,0
,,,,,1439,Visual Disturbances,,chartevents,17511,,,,,carevue,,,,0
,,Discharge needs,,,225133,Discharge needs,,chartevents,17453,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,CHG Bath,,,228137,CHG Bath,,chartevents,17394,Treatments,,,,metavision,,Checkbox,,0
,,,,,8511,CVP Alarm [High],,chartevents,17364,,,,,carevue,,,,0
,,,,,57,Atrial Pacemaker Threshold [Unit],,chartevents,17288,,,,,carevue,,,,0
,,,,,50998,TRANSFERRIN,,labevents,17285,CHEMISTRY,,BLOOD,07/01/2000,,,,,0
,,,,,50953,"IRON BINDING CAPACITY, TOTAL",,labevents,17231,CHEMISTRY,,BLOOD,07/01/2000,,,,,0
,,,,,48,Angio Site #2,,chartevents,17218,,,,,carevue,,,,0
,,,,,1431,Orient/Clouding Sens,,chartevents,17218,,,,,carevue,,,,0
,,Specific Gravity (urine),,,227471,Specific Gravity (urine),None,chartevents,17199,Labs,,,,metavision,,Numeric with tag,,0
,,,,,359,ImpSkin Treatment #4,,chartevents,17186,,,,,carevue,,,,0
,,,,,568,PressSoreTreatment#2,,chartevents,17047,,,,,carevue,,,,0
,,,,,8473,Radial Pulse [Left],,chartevents,17019,,,,,carevue,,,,0
,,,,,855,Vancomycin/Random,,chartevents,16993,Drug Level,,,,carevue,,,,0
,,,,,51539,TACROFK_2,,labevents,16904,CHEMISTRY,,BLOOD,,,,,,0
,,,,,1424,CIWA Sum Total,,chartevents,16875,,,,,carevue,,,,0
,,,,,1401,zzO2AV,,chartevents,16808,,,,,carevue,,,,0
,,,,,1390,DO2,,chartevents,16788,,,,,carevue,,,,0
,,,,,1402,zzO2AVI,,chartevents,16758,,,,,carevue,,,,0
,,SVV (Arterial),,,227546,SVV (Arterial),%,chartevents,16753,Hemodynamics,,,,metavision,,Numeric,,0
,,Unable to assess activity / mobility,,,225091,Unable to assess activity / mobility,,chartevents,16709,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,,,,8391,GI#2 Tube [Drain],,chartevents,16676,,,,,carevue,,,,0
,,,,,51257,NUCLEATED RED CELLS,,labevents,16568,HEMATOLOGY,,BLOOD,772-4,,,,,0
,,,,,4171,Time,,chartevents,16508,,,,,carevue,,,,0
,,Spont Vt,,,224421,Spont Vt,mL,chartevents,16461,Respiratory,,,,metavision,,Numeric,,0
,,,,,3536,Nasal Sx Color,,chartevents,16432,,,,,carevue,,,,0
,,Unable to assess teaching / learning needs,,,225129,Unable to assess teaching / learning needs,,chartevents,16322,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,Trach Care,,,227130,Trach Care,,chartevents,16219,Respiratory,,,,metavision,,Checkbox,,0
,,,,,51260,OVALOCYTES,,labevents,16180,HEMATOLOGY,,BLOOD,774-0,,,,,0
,,,,,8370,Atrial Pacemaker Threshold [Value],,chartevents,16006,,,,,carevue,,,,0
,,,,,466,Nursing Consultation,,chartevents,15679,,,,,carevue,,,,0
,,,,,287,INV#5 WaveformAppear,,chartevents,15611,,,,,carevue,,,,0
,,,,,1706,Ventricular Pacemaker Sense [mV],,chartevents,15528,,,,,carevue,,,,0
,,,,,1063,bath,,chartevents,15527,,,,,carevue,,,,0
,,,,,3448,Grandparents Visit,,chartevents,15233,,,,,carevue,,,,0
,,Unable to assess cognitive / perceptual,,,225086,Unable to assess cognitive / perceptual,,chartevents,15224,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,,,,8482,Ventricular Pacemaker [Capture],,chartevents,15205,,,,,carevue,,,,0
,,,,,389,Inc #4 [Closure],,chartevents,15200,,,,,carevue,,,,0
,,,,,8407,ImpSkin #2 [Amount],,chartevents,15124,,,,,carevue,,,,0
,,,,,51482,HYALINE CASTS,,labevents,15122,HEMATOLOGY,,URINE,08/01/1996,,,,,0
,,,,,3328,Behavioral State,,chartevents,15058,,,,,carevue,,,,0
,,See chart for initial patient assessment,,,225175,See chart for initial patient assessment,,chartevents,14848,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,,,,347,ImpSkin Character #4,,chartevents,14810,,,,,carevue,,,,0
,,,,,1624,PreSep Catheter SVO2,,chartevents,14438,,,,,carevue,,,,0
,,,,,687,Trach Care,,chartevents,14339,,,,,carevue,,,,0
,,,,,3407,Enteral In for Calc.,,chartevents,14301,,,,,carevue,,,,0
,,,,,51512,URINE MUCOUS,,labevents,14204,HEMATOLOGY,,URINE,09/01/1947,,,,,0
,,,,,204,GI#2 Tube PlaceCheck,,chartevents,14188,,,,,carevue,,,,0
,,,,,1517,Readmit <48 hrs,,chartevents,14125,,,,,carevue,,,,0
,,PCA total dose,,,224665,PCA total dose,None,chartevents,13996,Pain/Sedation,,,,metavision,,Numeric,,0
,,,,,44,Angio Appearance #2 [Attribute 1],,chartevents,13985,,,,,carevue,,,,0
,,,,,513,PVRI,,chartevents,13954,,,,,carevue,,,,0
,,,,,3445,Gentamicin,,chartevents,13866,,,,,carevue,,,,0
,,,,,795,Differential-Bands,,chartevents,13771,Hematology,,,,carevue,,,,0
,,Site Length #4,,,224918,Impaired Skin Length #4,cm,chartevents,13752,Skin - Impairment,,,,metavision,,Numeric,,0
,,,,,3663,Total Enteral/kg/day,,chartevents,13703,,,,,carevue,,,,0
,,,,,647,Spare Trach Present,,chartevents,13651,,,,,carevue,,,,0
,,PCA basal rate (mL/hour),,,224331,PCA basal rate (mL/hour),ml/hr,chartevents,13599,Pain/Sedation,,,,metavision,,Numeric,,0
,,,,,50909,CORTISOL,,labevents,13554,CHEMISTRY,,BLOOD,06/01/1943,,,,,0
,,Site Width #4,,,224953,Impaired Skin Width #4,cm,chartevents,13516,Skin - Impairment,,,,metavision,,Numeric,,0
,,,,,368,ImpSkin #1 [Width],,chartevents,13481,,,,,carevue,,,,0
,,,,,577,Pressure Sore Site#3,,chartevents,13479,,,,,carevue,,,,0
,,,,,609,Remote Alarm,,chartevents,13444,,,,,carevue,,,,0
,,,,,3318,BP PAL [Mean],,chartevents,13412,,,,,carevue,,,,0
,,,,,3319,BP PAL [Systolic],,chartevents,13380,,,,,carevue,,,,0
,,,,,124,Chest Tube Site #3,,chartevents,13339,,,,,carevue,,,,0
,,,,,51104,"UREA NITROGEN, URINE",,labevents,13299,CHEMISTRY,,URINE,07/01/1995,,,,,0
,,,,,3566,Parents in to visit,,chartevents,13279,,,,,carevue,,,,0
,,,,,7075,NeoBlue Mini,,chartevents,13193,,,,,carevue,,,,0
,,,,,8419,Inc #4 [Appearance],,chartevents,13141,,,,,carevue,,,,0
,,,,,176,Epi Infusion Rate,,chartevents,13127,,,,,carevue,,,,0
,,,,,1480,IV #2 Reason DC'D,,chartevents,13099,,,,,carevue,,,,0
,,,,,8495,Ventricular Pacemaker Sense [mA],,chartevents,12917,,,,,carevue,,,,0
,,,,,180,Epidural Medication,,chartevents,12874,,,,,carevue,,,,0
,,Chest Tube #2,,,226589,Chest Tube #2,mL,outputevents,12840,Output,,,,metavision,,Numeric,,0
,,SV (Arterial),,,227547,SV (Arterial),mL/beat,chartevents,12724,Hemodynamics,,,,metavision,,Numeric,,0
,,,,,8424,Inc #3 [Amount],,chartevents,12716,,,,,carevue,,,,0
,,,,,3546,O2 Tubing Present,,chartevents,12665,,,,,carevue,,,,0
,,Unable to assess pain,,,225112,Unable to assess pain,,chartevents,12539,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,,,,415,Incision/Wound #5,,chartevents,12436,,,,,carevue,,,,0
,,,,,340,Imp Skin Cleanse #3,,chartevents,12400,,,,,carevue,,,,0
,,,,,3569,Phototherapy Blanket,,chartevents,12350,,,,,carevue,,,,0
,,,,,3540,Nipple Type,,chartevents,12319,,,,,carevue,,,,0
,,,,,2139,EDVI,,chartevents,12317,,,,,carevue,,,,0
,,,,,50815,O2 FLOW,,labevents,12307,BLOOD GAS,,BLOOD,08/01/1951,,,,,0
,,,,,8505,BP PAL [Diastolic],,chartevents,12217,,,,,carevue,,,,0
,,,,,259,INV Line#6 [Type],,chartevents,12060,,,,,carevue,,,,0
,,,,,46,Angio Dressing #2,,chartevents,11997,,,,,carevue,,,,0
,,,,,3578,Potassium Chloride,,chartevents,11981,,,,,carevue,,,,0
,,,,,50935,HAPTOGLOBIN,,labevents,11970,CHEMISTRY,,BLOOD,07/01/1942,,,,,0
,,,,,50976,"PROTEIN, TOTAL",,labevents,11935,CHEMISTRY,,BLOOD,02/01/1985,,,,,0
,,,,,51010,VITAMIN B12,,labevents,11868,CHEMISTRY,,BLOOD,09/01/1970,,,,,0
,,,,,51523,GR HOLD,,labevents,11849,CHEMISTRY,,URINE,,,,,,0
,,,,,419,KneeImmobilizeLoc [Right],,chartevents,11835,,,,,carevue,,,,0
,,,,,50880,BENZODIAZEPINE SCREEN,,labevents,11823,CHEMISTRY,,BLOOD,42662-7,,,,,0
,,,,,1433,Seizure,,chartevents,11817,,,,,carevue,,,,0
,,Unable to assess habits,,,225105,Unable to assess habits,,chartevents,11813,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,Site Depth #2,,,224895,Impaired Skin Depth #2,cm,chartevents,11800,Skin - Impairment,,,,metavision,,Numeric,,0
,,,,,8397,INV Line#6 [Site],,chartevents,11786,,,,,carevue,,,,0
,,,,,50879,BARBITURATE SCREEN,,labevents,11761,CHEMISTRY,,BLOOD,01/01/1976,,,,,0
,,,,,50999,TRICYCLIC ANTIDEPRESSANT SCREEN,,labevents,11723,CHEMISTRY,,BLOOD,03/01/1973,,,,,0
,,,,,571,PressSoreWoundBase#2,,chartevents,11694,,,,,carevue,,,,0
,,,,,365,ImpSkin Wound Base#4,,chartevents,11510,,,,,carevue,,,,0
,,,,,380,Inc Cleansing #1,,chartevents,11483,,,,,carevue,,,,0
,,,,,43176,Blood Out Lab,,outputevents,11471,,,,,carevue,,,,0
,,PA Catheter Dressing Occlusive,,,227351,PA Catheter Dressing Occlusive,,chartevents,11432,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,,,,3412,Erythromycin Oint.,,chartevents,11364,,,,,carevue,,,,0
,,Odor #6,,,224927,Impaired Skin Odor #6,,chartevents,11223,Skin - Impairment,,,,metavision,,Checkbox,,0
,,,,,40072,Drain Out #2 Jackson Pratt,,outputevents,11188,,,,,carevue,,,,0
,,,,,8410,ImpSkin #1 [Length],,chartevents,11186,,,,,carevue,,,,0
,,,,,41707,Chest Tubes CTICU CT 2,,outputevents,11172,,,,,carevue,,,,0
,,,,,179,Epidural Location,,chartevents,11033,,,,,carevue,,,,0
,,Nasogastric,,,226575,Nasogastric,mL,outputevents,10986,Output,,,,metavision,,Numeric,,0
,,,,,354,ImpSkin #4 [Drain],,chartevents,10957,,,,,carevue,,,,0
,,,,,671,TCPCV Insp. Time,,chartevents,10942,,,,,carevue,,,,0
,,,,,51097,"POTASSIUM, URINE",,labevents,10938,CHEMISTRY,,URINE,28/01/2002,,,,,0
,,,,,50986,TACROFK,,labevents,10914,CHEMISTRY,,BLOOD,11253-2,,,,,0
,,,,,670,TCPCV Insp. Pressure,,chartevents,10873,,,,,carevue,,,,0
,,,,,822,Mixed Venous O2,,chartevents,10859,Blood Gases,,,,carevue,,,,0
,,,,,697,Traction/Immobile #1,,chartevents,10857,,,,,carevue,,,,0
,,,,,1429,Insomnia,,chartevents,10846,,,,,carevue,,,,0
,,PAP Alarm - High,,,220063,Pulmonary Artery Pressure Alarm - High,mmHg,chartevents,10704,Alarms,,,,metavision,,Numeric,,0
,,,,,1700,GI#3 Intub Site,,chartevents,10687,,,,,carevue,,,,0
,,,,,75,Baseline Current/mA,,chartevents,10634,,,,,carevue,,,,0
,,,,,1701,GI Tube #3 [Status],,chartevents,10628,,,,,carevue,,,,0
,,,,,858,Venous PvCO2,,chartevents,10623,VBG's,,,,carevue,,,,0
,,,,,193,Flatus,,chartevents,10614,,,,,carevue,,,,0
,,PAP Alarm - Low,,,220066,Pulmonary Artery Pressure Alarm - Low,mmHg,chartevents,10608,Alarms,,,,metavision,,Numeric,,0
,,,,,3393,Disease State,,chartevents,10592,,,,,carevue,,,,0
,,PA Catheter placed in outside facility,,,226114,PA Catheter placed in outside facility,,chartevents,10570,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,,,,186,FIO2 Alarm-Low,,chartevents,10341,,,,,carevue,,,,0
,,,,,51287,SCHISTOCYTES,,labevents,10339,HEMATOLOGY,,BLOOD,800-3,,,,,0
,,,,,1426,Drowsiness,,chartevents,10278,,,,,carevue,,,,0
,,Arctic Sun/Alsius Temp #1 C,,,227632,Arctic Sun/Alsius Temp #1 C,?C,chartevents,10144,Routine Vital Signs,,,,metavision,,Numeric,,0
,,,,,1434,Slurred Speech,,chartevents,10137,,,,,carevue,,,,0
,,,,,693,Tract/Imm Location#1,,chartevents,10084,,,,,carevue,,,,0
,,,,,51283,"RETICULOCYTE COUNT, AUTOMATED",,labevents,10075,HEMATOLOGY,,BLOOD,17849-1,,,,,0
,,,,,552,Pressure Sore #2 [Stage],,chartevents,10062,,,,,carevue,,,,0
,,Temp Atrial Sens Setting mV,,,224753,Temporary Atrial Sens Setting mV,mV,chartevents,10051,Cardiovascular (Pacer Data),,,,metavision,,Numeric,,0
,,,,,105,CT #3 Dressing,,chartevents,10032,,,,,carevue,,,,0
,,,,,673,TOF Response/Twitch,,chartevents,10032,,,,,carevue,,,,0
,,,,,378,Impaired Skin Site#5,,chartevents,9974,,,,,carevue,,,,0
,,Mixed Venous O2% Sat,,,225674,Mixed Venous O2% Sat,%,chartevents,9867,Labs,,,,metavision,,Numeric,,0
,,,,,50922,ETHANOL,,labevents,9864,CHEMISTRY,,BLOOD,04/01/1942,,,,,0
,,Temp Atrial Stim Setting mA,,,224755,Temporary Atrial Stim Setting mA,mA,chartevents,9847,Cardiovascular (Pacer Data),,,,metavision,,Numeric,,0
,,,,,107,CT #3 Suction Amount,,chartevents,9810,,,,,carevue,,,,0
,,,,,1435,Sustained Nystamus,,chartevents,9791,,,,,carevue,,,,0
,,,,,672,TCPCV-MAP,,chartevents,9771,,,,,carevue,,,,0
,,Lipase,,,225672,Lipase,None,chartevents,9766,Labs,,,,metavision,,Numeric,,0
,,Arctic Sun/Alsius Temp #2 C,,,227634,Arctic Sun/Alsius Temp #2 C,?C,chartevents,9697,Routine Vital Signs,,,,metavision,,Numeric,,0
,,,,,3759,HGB  (10.8-15.8),,chartevents,9685,Heme/Coag,,,,carevue,,,,0
,,,,,254,INV Line#5 Zero/Cal,,chartevents,9608,,,,,carevue,,,,0
,,,,,50856,ACETAMINOPHEN,,labevents,9560,CHEMISTRY,,BLOOD,09/01/1997,,,,,0
,,CO (thermodilution),,,220088,Cardiac Output (thermodilution),L/min,chartevents,9546,Hemodynamics,,,,metavision,,Numeric,,0
,,,,,3837,pO2,,chartevents,9485,ABG'S,,,,carevue,,,,0
,,,,,262,INV Line#6SiteAppear,,chartevents,9475,,,,,carevue,,,,0
,,,,,74,Base Excess,,chartevents,9468,,,,,carevue,,,,0
,,,,,457,NMB Medication,,chartevents,9462,,,,,carevue,,,,0
,,Current Used/mA,,,224662,Current Used/mA,mA,chartevents,9389,Pain/Sedation,,,,metavision,,Numeric,,0
,,,,,51079,"COCAINE, URINE",,labevents,9387,CHEMISTRY,,URINE,07/01/1997,,,,,0
,,Oral Gastric,,,226576,Oral Gastric,mL,outputevents,9344,Output,,,,metavision,,Numeric,,0
,,,,,628,Sedation Score,,chartevents,9339,,,,,carevue,,,,0
,,,,,51075,"BENZODIAZEPINE SCREEN, URINE",,labevents,9328,CHEMISTRY,,URINE,02/01/1990,,,,,0
,,,,,401,Inc #5 [Dressing],,chartevents,9310,,,,,carevue,,,,0
,,,,,51071,"AMPHETAMINE SCREEN, URINE",,labevents,9310,CHEMISTRY,,URINE,08/01/1949,,,,,0
,,,,,51092,"OPIATE SCREEN, URINE",,labevents,9308,CHEMISTRY,,URINE,04/01/1979,,,,,0
,,,,,51074,"BARBITURATE SCREEN, URINE",,labevents,9287,CHEMISTRY,,URINE,09/01/1977,,,,,0
,,,,,51090,"METHADONE, URINE",,labevents,9263,CHEMISTRY,,URINE,09/01/1973,,,,,0
,,,,,460,Nerve Stimulated,,chartevents,9257,,,,,carevue,,,,0
,,,,,669,TCPCV I:E Ratio,,chartevents,9170,,,,,carevue,,,,0
,,,,,3834,WhiteBloodC 4.0-11.0,,chartevents,9162,Heme/Coag,,,,carevue,,,,0
,,,,,50919,EDTA HOLD,,labevents,9155,CHEMISTRY,,BLOOD,,,,,,0
,,,,,8434,KneeImmobilizeLoc [Left],,chartevents,9119,,,,,carevue,,,,0
,,,,,185,FIO2 Alarm-High,,chartevents,9115,,,,,carevue,,,,0
,,,,,3564,Parent Ed/Support,,chartevents,9091,,,,,carevue,,,,0
,,,,,50981,SALICYLATE,,labevents,9087,CHEMISTRY,,BLOOD,23/01/2008,,,,,0
,,,,,104,CT #3 Drainage,,chartevents,9059,,,,,carevue,,,,0
,,,,,51296,TEARDROP CELLS,,labevents,8995,HEMATOLOGY,,BLOOD,07/01/1991,,,,,0
,,,,,734,Working Pressure,,chartevents,8988,,,,,carevue,,,,0
,,,,,3483,Kangaroo Care [Time],,chartevents,8965,,,,,carevue,,,,0
,,Site Length #5,,,224919,Impaired Skin Length #5,cm,chartevents,8932,Skin - Impairment,,,,metavision,,Numeric,,0
,,,,,8404,ImpSkin #3 [Amount],,chartevents,8836,,,,,carevue,,,,0
,,ICP Line Dressing Occlusive,,,227363,ICP Line Dressing Occlusive,,chartevents,8778,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,,,,50914,CYCLOSPORIN,,labevents,8777,CHEMISTRY,,BLOOD,21/01/2002,,,,,0
,,ICP Line placed in outside facility,,,226129,ICP Line placed in outside facility,,chartevents,8765,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,,,,50925,FOLATE,,labevents,8752,CHEMISTRY,,BLOOD,08/01/1984,,,,,0
,,CCO PAC Dressing Occlusive,,,227352,CCO PAC Dressing Occlusive,,chartevents,8734,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,,,,106,CT #3 [Fluctuate],,chartevents,8728,,,,,carevue,,,,0
,,,,,3438,Fluid In for Calc.,,chartevents,8698,,,,,carevue,,,,0
,,Site Width #5,,,224954,Impaired Skin Width #5,cm,chartevents,8696,Skin - Impairment,,,,metavision,,Numeric,,0
,,Amylase,,,220581,Amylase,None,chartevents,8685,Labs,,,,metavision,,Numeric,,0
,,,,,1422,Ataxia,,chartevents,8682,,,,,carevue,,,,0
,,,,,3394,Diuril,,chartevents,8620,,,,,carevue,,,,0
,,Differential-Bands,,,225638,Differential-Bands,None,chartevents,8610,Labs,,,,metavision,,Numeric,,0
,,,,,3665,Total Fluids/kg/day,,chartevents,8544,,,,,carevue,,,,0
,,,,,668,TCPCV Fixed I Time,,chartevents,8526,,,,,carevue,,,,0
,,,,,3488,Lipid Change Q 12 hr,,chartevents,8521,,,,,carevue,,,,0
,,SYS - Assisted,,,224309,Assisted Systole,mmHg,chartevents,8491,IABP,,,,metavision,,Numeric,,0
,,AUG,,,224310,Augmented Diastole,mmHg,chartevents,8486,IABP,,,,metavision,,Numeric,,0
,,Temp Atrial Sens Threshold mV,,,224752,Temporary Atrial Sens Threshold mV,mV,chartevents,8486,Cardiovascular (Pacer Data),,,,metavision,,Numeric,,0
,,,,,3611,Sedation,,chartevents,8478,,,,,carevue,,,,0
,,,,,8375,CT #3 [Leak],,chartevents,8475,,,,,carevue,,,,0
,,,,,3469,IV #5 [Location],,chartevents,8470,,,,,carevue,,,,0
,,DIA - Assisted,,,224311,BAEDP,mmHg,chartevents,8448,IABP,,,,metavision,,Numeric,,0
,,,,,40926,Drain Out #1 JP Medial,,outputevents,8447,,,,,carevue,,,,0
,,,,,3838,pO2 (other),,chartevents,8446,Other ABGs,,,,carevue,,,,0
,,Temp Venticular Sens Threshold mV,,,223958,Temporary Venticular Sens Threshold mV,mV,chartevents,8441,Cardiovascular (Pacer Data),,,,metavision,,Numeric,,0
,,,,,3740,Base Excess (other),,chartevents,8435,Other ABGs,,,,carevue,,,,0
,,,,,51151,BURR CELLS,,labevents,8432,HEMATOLOGY,,BLOOD,09/01/1990,,,,,0
,,,,,396,Inc #5 [Drainage],,chartevents,8390,,,,,carevue,,,,0
,,,,,8525,IV #5 [Location],,chartevents,8378,,,,,carevue,,,,0
,,,,,51288,SEDIMENTATION RATE,,labevents,8377,HEMATOLOGY,,BLOOD,07/01/1937,,,,,0
,,,,,3768,LYMPHS,,chartevents,8364,Heme/Coag,,,,carevue,,,,0
,,,,,3771,MONOs,,chartevents,8364,Heme/Coag,,,,carevue,,,,0
,,,,,3780,NEUTS,,chartevents,8364,Heme/Coag,,,,carevue,,,,0
,,SYS - Unassisted,,,224652,Unassisted Systole,mmHg,chartevents,8360,IABP,,,,metavision,,Numeric,,0
,,,,,50917,DIGOXIN,,labevents,8358,CHEMISTRY,,BLOOD,10535-3,,,,,0
,,,,,3471,IV Site #5,,chartevents,8337,,,,,carevue,,,,0
,,DIA - Unassisted,,,224654,PAEDP,mmHg,chartevents,8310,IABP,,,,metavision,,Numeric,,0
,,,,,802,Dilantin,,chartevents,8296,Drug Level,,,,carevue,,,,0
,,,,,40091,Chest Tubes Mediastinal,,outputevents,8259,,,,,carevue,,,,0
,,,,,4169,EDC,,chartevents,8254,,,,,carevue,,,,0
,,,,,4175,Admit Reason,,chartevents,8254,,,,,carevue,,,,0
,,,,,4180,Current Level,,chartevents,8254,,,,,carevue,,,,0
,,,,,4181,Highest Level,,chartevents,8254,,,,,carevue,,,,0
,,,,,4184,Apgar      1 min,,chartevents,8254,,,,,carevue,,,,0
,,,,,4185,5 min,,chartevents,8254,,,,,carevue,,,,0
,,,,,4186,10 min,,chartevents,8254,,,,,carevue,,,,0
,,,,,3734,BANDS,,chartevents,8251,Heme/Coag,,,,carevue,,,,0
,,Indwelling Port (PortaCath) Dressing Occlusive,,,227360,Indwelling Port (PortaCath) Dressing Occlusive,,chartevents,8191,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,,,,561,Pressure Sore #1 [Width],,chartevents,8189,,,,,carevue,,,,0
,,,,,836,Serum Osmolality,,chartevents,8188,Chemistry,,,,carevue,,,,0
,,,,,3742,Basos,,chartevents,8163,CSF,,,,carevue,,,,0
,,,,,3770,Lymphs,,chartevents,8161,Heme/Coag,,,,carevue,,,,0
,,,,,3779,Monos,,chartevents,8161,CSF,,,,carevue,,,,0
,,,,,3791,Polys,,chartevents,8161,CSF,,,,carevue,,,,0
,,,,,199,GI [Guaiac],,chartevents,8138,,,,,carevue,,,,0
,,Post menopausal,,,225085,Post menopausal,,chartevents,8130,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,,,,449,Minute Volume (Set),,chartevents,8127,,,,,carevue,,,,0
,,,,,217,Heparin Dose,,chartevents,8108,,,,,carevue,,,,0
,,,,,4203,pO2 (cap),,chartevents,8107,Other ABGs,,,,carevue,,,,0
,,,,,50995,"THYROXINE (T4), FREE",,labevents,8104,CHEMISTRY,,BLOOD,24/01/2007,,,,,0
,,,,,4196,Base Excess (cap),,chartevents,8097,Other ABGs,,,,carevue,,,,0
,,,,,3738,Bands,,chartevents,8053,Heme/Coag,,,,carevue,,,,0
,,Pregnant,,,225082,Pregnant,,chartevents,8037,Adm History/FHPA,,,,metavision,,Checkbox,,0
,,Temp Atrial Stim Threshold mA,,,224754,Temporary Atrial Stim Threshold mA,mA,chartevents,7981,Cardiovascular (Pacer Data),,,,metavision,,Numeric,,0
,,Temp Venticular Stim Threshold mA,,,223960,Temporary Venticular Stim Threshold mA,mA,chartevents,7963,Cardiovascular (Pacer Data),,,,metavision,,Numeric,,0
,,,,,360,ImpSkin Treatment #5,,chartevents,7954,,,,,carevue,,,,0
,,,,,50930,GLOBULIN,,labevents,7920,CHEMISTRY,,BLOOD,06/01/1936,,,,,0
,,Epidural Infusion Rate (mL/hr),,,224366,Epidural Infusion Rate (mL/hr),ml/hr,chartevents,7891,Pain/Sedation,,,,metavision,,Numeric,,0
,,,,,24,ART Lumen Volume,,chartevents,7851,,,,,carevue,,,,0
,,,,,710,VEN Lumen Volume,,chartevents,7851,,,,,carevue,,,,0
,,CCO PAC placed in outside facility,,,226108,CCO PAC placed in outside facility,,chartevents,7765,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,Called Out,,,225280,Called Out,,chartevents,7751,General,,,,metavision,,Checkbox,,0
,,,,,40097,Cerebral Drain L Ventricular Drain,,outputevents,7719,,,,,carevue,,,,0
,,,,,51099,PROTEIN/CREATININE RATIO,,labevents,7709,CHEMISTRY,,URINE,02/01/1990,,,,,0
,,,,,40294,Drain Out #1 Other,,outputevents,7635,,,,,carevue,,,,0
,,,,,40051,Gastric Gastric Tube,,outputevents,7624,,,,,carevue,,,,0
,,,,,209,Graft/Flap Pulse,,chartevents,7610,,,,,carevue,,,,0
,,,,,8463,Pressure Sore #1 [Length],,chartevents,7610,,,,,carevue,,,,0
